,País,Apellido,y,c
1661,Guatemala,Leiva,0.0,Guatemala
1660,El Salvador,Leiva,0.0,El Salvador
1662,Honduras,Leiva,0.0,Honduras
1664,Nicaragua,Leiva,0.0,Nicaragua
1657,Costa Rica,Leiva,0.0,Costa Rica
1665,Panamá,Leiva,0.0,Panama
1656,Colombia,Leiva,0.0,Colombia
1671,Venezuela,Leiva,0.0,Venezuela
1659,Ecuador,Leiva,0.0,Ecuador
1667,Perú,Leiva,0.0,Peru
1654,Bolivia,Leiva,0.0,Bolivia
1655,Chile,Leiva,0.05865921787709498,Chile
1653,Argentina,Leiva,0.031437125748503,Argentina
1666,Paraguay,Leiva,0.0,Paraguay
1670,Uruguay,Leiva,0.0,Uruguay
1658,Cuba,Leiva,0.0,Cuba
1669,República Dominicana,Leiva,0.0,Dominicana
1668,Puerto Rico,Leiva,0.0,Puerto Rico
6356,México,Lema,0.0,Mexico
6354,Guatemala,Lema,0.0,Guatemala
6353,El Salvador,Lema,0.0,El Salvador
6355,Honduras,Lema,0.0,Honduras
6357,Nicaragua,Lema,0.0,Nicaragua
6350,Costa Rica,Lema,0.0,Costa Rica
6358,Panamá,Lema,0.0,Panama
6349,Colombia,Lema,0.0,Colombia
6364,Venezuela,Lema,0.0,Venezuela
6352,Ecuador,Lema,0.030882352941176472,Ecuador
6360,Perú,Lema,0.0,Peru
6347,Bolivia,Lema,0.0,Bolivia
6348,Chile,Lema,0.0,Chile
6346,Argentina,Lema,0.0,Argentina
6359,Paraguay,Lema,0.0,Paraguay
6363,Uruguay,Lema,0.0,Uruguay
6351,Cuba,Lema,0.0,Cuba
6362,República Dominicana,Lema,0.0,Dominicana
6361,Puerto Rico,Lema,0.0,Puerto Rico
11942,México,Lemos,0.0,Mexico
11940,Guatemala,Lemos,0.0,Guatemala
11939,El Salvador,Lemos,0.0,El Salvador
11941,Honduras,Lemos,0.0,Honduras
11943,Nicaragua,Lemos,0.0,Nicaragua
11936,Costa Rica,Lemos,0.0,Costa Rica
11944,Panamá,Lemos,0.0,Panama
11935,Colombia,Lemos,0.0,Colombia
11950,Venezuela,Lemos,0.0,Venezuela
11938,Ecuador,Lemos,0.0,Ecuador
11946,Perú,Lemos,0.0,Peru
11933,Bolivia,Lemos,0.0,Bolivia
11934,Chile,Lemos,0.0,Chile
11932,Argentina,Lemos,0.0,Argentina
11945,Paraguay,Lemos,0.0,Paraguay
11949,Uruguay,Lemos,0.02589395807644883,Uruguay
11937,Cuba,Lemos,0.0,Cuba
11948,República Dominicana,Lemos,0.0,Dominicana
11947,Puerto Rico,Lemos,0.0,Puerto Rico
6660,México,Lemus,0.0,Mexico
6658,Guatemala,Lemus,0.0474040632054176,Guatemala
6657,El Salvador,Lemus,0.07191780821917808,El Salvador
6659,Honduras,Lemus,0.0,Honduras
6661,Nicaragua,Lemus,0.0,Nicaragua
6654,Costa Rica,Lemus,0.0,Costa Rica
6662,Panamá,Lemus,0.0,Panama
6653,Colombia,Lemus,0.0,Colombia
6668,Venezuela,Lemus,0.0,Venezuela
6656,Ecuador,Lemus,0.0,Ecuador
6664,Perú,Lemus,0.0,Peru
6651,Bolivia,Lemus,0.0,Bolivia
6652,Chile,Lemus,0.0,Chile
6650,Argentina,Lemus,0.0,Argentina
6663,Paraguay,Lemus,0.0,Paraguay
6667,Uruguay,Lemus,0.0,Uruguay
6655,Cuba,Lemus,0.0,Cuba
6666,República Dominicana,Lemus,0.0,Dominicana
6665,Puerto Rico,Lemus,0.0,Puerto Rico
2898,México,Leon,0.04783599088838269,Mexico
2896,Guatemala,Leon,0.0,Guatemala
2895,El Salvador,Leon,0.0,El Salvador
2897,Honduras,Leon,0.0,Honduras
2899,Nicaragua,Leon,0.0,Nicaragua
2892,Costa Rica,Leon,0.06086956521739131,Costa Rica
2900,Panamá,Leon,0.0,Panama
2891,Colombia,Leon,0.05412371134020619,Colombia
2906,Venezuela,Leon,0.08076923076923077,Venezuela
2894,Ecuador,Leon,0.08267716535433071,Ecuador
2902,Perú,Leon,0.06976744186046512,Peru
2889,Bolivia,Leon,0.043298969072164954,Bolivia
2890,Chile,Leon,0.0,Chile
2888,Argentina,Leon,0.0,Argentina
2901,Paraguay,Leon,0.0,Paraguay
2905,Uruguay,Leon,0.0,Uruguay
2893,Cuba,Leon,0.10344827586206898,Cuba
2904,República Dominicana,Leon,0.0,Dominicana
2903,Puerto Rico,Leon,0.0,Puerto Rico
5463,México,Leyva,0.0,Mexico
5461,Guatemala,Leyva,0.0,Guatemala
5460,El Salvador,Leyva,0.0,El Salvador
5462,Honduras,Leyva,0.0,Honduras
5464,Nicaragua,Leyva,0.0,Nicaragua
5457,Costa Rica,Leyva,0.0,Costa Rica
5465,Panamá,Leyva,0.0,Panama
5456,Colombia,Leyva,0.0,Colombia
5471,Venezuela,Leyva,0.0,Venezuela
5459,Ecuador,Leyva,0.0,Ecuador
5467,Perú,Leyva,0.0,Peru
5454,Bolivia,Leyva,0.0,Bolivia
5455,Chile,Leyva,0.0,Chile
5453,Argentina,Leyva,0.0,Argentina
5466,Paraguay,Leyva,0.0,Paraguay
5470,Uruguay,Leyva,0.0,Uruguay
5458,Cuba,Leyva,0.08108108108108109,Cuba
5469,República Dominicana,Leyva,0.0,Dominicana
5468,Puerto Rico,Leyva,0.0,Puerto Rico
9624,México,Lezcano,0.0,Mexico
9622,Guatemala,Lezcano,0.0,Guatemala
9621,El Salvador,Lezcano,0.0,El Salvador
9623,Honduras,Lezcano,0.0,Honduras
9625,Nicaragua,Lezcano,0.0,Nicaragua
9618,Costa Rica,Lezcano,0.0,Costa Rica
9626,Panamá,Lezcano,0.0,Panama
9617,Colombia,Lezcano,0.0,Colombia
9632,Venezuela,Lezcano,0.0,Venezuela
9620,Ecuador,Lezcano,0.0,Ecuador
9628,Perú,Lezcano,0.0,Peru
9615,Bolivia,Lezcano,0.0,Bolivia
9616,Chile,Lezcano,0.0,Chile
9614,Argentina,Lezcano,0.0,Argentina
9627,Paraguay,Lezcano,0.07473309608540925,Paraguay
9631,Uruguay,Lezcano,0.0,Uruguay
9619,Cuba,Lezcano,0.0,Cuba
9630,República Dominicana,Lezcano,0.0,Dominicana
9629,Puerto Rico,Lezcano,0.0,Puerto Rico
11828,México,Lima,0.0,Mexico
11826,Guatemala,Lima,0.0,Guatemala
11825,El Salvador,Lima,0.0,El Salvador
11827,Honduras,Lima,0.0,Honduras
11829,Nicaragua,Lima,0.0,Nicaragua
11822,Costa Rica,Lima,0.0,Costa Rica
11830,Panamá,Lima,0.0,Panama
11821,Colombia,Lima,0.0,Colombia
11836,Venezuela,Lima,0.0,Venezuela
11824,Ecuador,Lima,0.0,Ecuador
11832,Perú,Lima,0.0,Peru
11819,Bolivia,Lima,0.0,Bolivia
11820,Chile,Lima,0.0,Chile
11818,Argentina,Lima,0.0,Argentina
11831,Paraguay,Lima,0.0,Paraguay
11835,Uruguay,Lima,0.03541315345699832,Uruguay
11823,Cuba,Lima,0.0,Cuba
11834,República Dominicana,Lima,0.0,Dominicana
11833,Puerto Rico,Lima,0.0,Puerto Rico
2575,México,Limachi,0.0,Mexico
2573,Guatemala,Limachi,0.0,Guatemala
2572,El Salvador,Limachi,0.0,El Salvador
2574,Honduras,Limachi,0.0,Honduras
2576,Nicaragua,Limachi,0.0,Nicaragua
2569,Costa Rica,Limachi,0.0,Costa Rica
2577,Panamá,Limachi,0.0,Panama
2568,Colombia,Limachi,0.0,Colombia
2583,Venezuela,Limachi,0.0,Venezuela
2571,Ecuador,Limachi,0.0,Ecuador
2579,Perú,Limachi,0.0,Peru
2566,Bolivia,Limachi,0.05737704918032787,Bolivia
2567,Chile,Limachi,0.0,Chile
2565,Argentina,Limachi,0.0,Argentina
2578,Paraguay,Limachi,0.0,Paraguay
2582,Uruguay,Limachi,0.0,Uruguay
2570,Cuba,Limachi,0.0,Cuba
2581,República Dominicana,Limachi,0.0,Dominicana
2580,Puerto Rico,Limachi,0.0,Puerto Rico
6736,México,Linares,0.0,Mexico
6734,Guatemala,Linares,0.0,Guatemala
6733,El Salvador,Linares,0.05785123966942149,El Salvador
6735,Honduras,Linares,0.0,Honduras
6737,Nicaragua,Linares,0.0,Nicaragua
6730,Costa Rica,Linares,0.0,Costa Rica
6738,Panamá,Linares,0.0,Panama
6729,Colombia,Linares,0.0,Colombia
6744,Venezuela,Linares,0.04046242774566474,Venezuela
6732,Ecuador,Linares,0.0,Ecuador
6740,Perú,Linares,0.0,Peru
6727,Bolivia,Linares,0.0,Bolivia
6728,Chile,Linares,0.0,Chile
6726,Argentina,Linares,0.0,Argentina
6739,Paraguay,Linares,0.0,Paraguay
6743,Uruguay,Linares,0.0,Uruguay
6731,Cuba,Linares,0.0,Cuba
6742,República Dominicana,Linares,0.0,Dominicana
6741,Puerto Rico,Linares,0.0,Puerto Rico
4095,México,Londoño,0.0,Mexico
4093,Guatemala,Londoño,0.0,Guatemala
4092,El Salvador,Londoño,0.0,El Salvador
4094,Honduras,Londoño,0.0,Honduras
4096,Nicaragua,Londoño,0.0,Nicaragua
4089,Costa Rica,Londoño,0.0,Costa Rica
4097,Panamá,Londoño,0.0,Panama
4088,Colombia,Londoño,0.06422018348623854,Colombia
4103,Venezuela,Londoño,0.0,Venezuela
4091,Ecuador,Londoño,0.0,Ecuador
4099,Perú,Londoño,0.0,Peru
4086,Bolivia,Londoño,0.0,Bolivia
4087,Chile,Londoño,0.0,Chile
4085,Argentina,Londoño,0.0,Argentina
4098,Paraguay,Londoño,0.0,Paraguay
4102,Uruguay,Londoño,0.0,Uruguay
4090,Cuba,Londoño,0.0,Cuba
4101,República Dominicana,Londoño,0.0,Dominicana
4100,Puerto Rico,Londoño,0.0,Puerto Rico
5995,México,Loor,0.0,Mexico
5993,Guatemala,Loor,0.0,Guatemala
5992,El Salvador,Loor,0.0,El Salvador
5994,Honduras,Loor,0.0,Honduras
5996,Nicaragua,Loor,0.0,Nicaragua
5989,Costa Rica,Loor,0.0,Costa Rica
5997,Panamá,Loor,0.0,Panama
5988,Colombia,Loor,0.0,Colombia
6003,Venezuela,Loor,0.0,Venezuela
5991,Ecuador,Loor,0.07835820895522388,Ecuador
5999,Perú,Loor,0.0,Peru
5986,Bolivia,Loor,0.0,Bolivia
5987,Chile,Loor,0.0,Chile
5985,Argentina,Loor,0.0,Argentina
5998,Paraguay,Loor,0.0,Paraguay
6002,Uruguay,Loor,0.0,Uruguay
5990,Cuba,Loor,0.0,Cuba
6001,República Dominicana,Loor,0.0,Dominicana
6000,Puerto Rico,Loor,0.0,Puerto Rico
86,México,Lopez,0.525,Mexico
84,Guatemala,Lopez,0.9545454545454546,Guatemala
83,El Salvador,Lopez,0.4772727272727273,El Salvador
85,Honduras,Lopez,0.5833333333333334,Honduras
87,Nicaragua,Lopez,0.7777777777777778,Nicaragua
80,Costa Rica,Lopez,0.22340425531914895,Costa Rica
88,Panamá,Lopez,0.16535433070866143,Panama
79,Colombia,Lopez,0.28,Colombia
94,Venezuela,Lopez,0.23863636363636365,Venezuela
82,Ecuador,Lopez,0.21212121212121215,Ecuador
90,Perú,Lopez,0.16030534351145037,Peru
77,Bolivia,Lopez,0.20192307692307696,Bolivia
78,Chile,Lopez,0.1418918918918919,Chile
76,Argentina,Lopez,0.21875,Argentina
89,Paraguay,Lopez,0.375,Paraguay
93,Uruguay,Lopez,0.19626168224299065,Uruguay
81,Cuba,Lopez,0.33870967741935487,Cuba
92,República Dominicana,Lopez,0.15,Dominicana
91,Puerto Rico,Lopez,0.20192307692307696,Puerto Rico
11391,México,Lora,0.0,Mexico
11389,Guatemala,Lora,0.0,Guatemala
11388,El Salvador,Lora,0.0,El Salvador
11390,Honduras,Lora,0.0,Honduras
11392,Nicaragua,Lora,0.0,Nicaragua
11385,Costa Rica,Lora,0.0,Costa Rica
11393,Panamá,Lora,0.0,Panama
11384,Colombia,Lora,0.0,Colombia
11399,Venezuela,Lora,0.0,Venezuela
11387,Ecuador,Lora,0.0,Ecuador
11395,Perú,Lora,0.0,Peru
11382,Bolivia,Lora,0.0,Bolivia
11383,Chile,Lora,0.0,Chile
11381,Argentina,Lora,0.0,Argentina
11394,Paraguay,Lora,0.0,Paraguay
11398,Uruguay,Lora,0.0,Uruguay
11386,Cuba,Lora,0.0,Cuba
11397,República Dominicana,Lora,0.0467706013363029,Dominicana
11396,Puerto Rico,Lora,0.0,Puerto Rico
5805,México,Lorenzo,0.0,Mexico
5803,Guatemala,Lorenzo,0.0,Guatemala
5802,El Salvador,Lorenzo,0.0,El Salvador
5804,Honduras,Lorenzo,0.0,Honduras
5806,Nicaragua,Lorenzo,0.0,Nicaragua
5799,Costa Rica,Lorenzo,0.0,Costa Rica
5807,Panamá,Lorenzo,0.0,Panama
5798,Colombia,Lorenzo,0.0,Colombia
5813,Venezuela,Lorenzo,0.0,Venezuela
5801,Ecuador,Lorenzo,0.0,Ecuador
5809,Perú,Lorenzo,0.0,Peru
5796,Bolivia,Lorenzo,0.0,Bolivia
5797,Chile,Lorenzo,0.0,Chile
5795,Argentina,Lorenzo,0.0,Argentina
5808,Paraguay,Lorenzo,0.0,Paraguay
5812,Uruguay,Lorenzo,0.0,Uruguay
5800,Cuba,Lorenzo,0.043298969072164954,Cuba
5811,República Dominicana,Lorenzo,0.0,Dominicana
5810,Puerto Rico,Lorenzo,0.0,Puerto Rico
4342,México,Lozano,0.0,Mexico
4340,Guatemala,Lozano,0.0,Guatemala
4339,El Salvador,Lozano,0.0,El Salvador
4341,Honduras,Lozano,0.0,Honduras
4343,Nicaragua,Lozano,0.0,Nicaragua
4336,Costa Rica,Lozano,0.0,Costa Rica
4344,Panamá,Lozano,0.0,Panama
4335,Colombia,Lozano,0.04929577464788733,Colombia
4350,Venezuela,Lozano,0.0,Venezuela
4338,Ecuador,Lozano,0.0,Ecuador
4346,Perú,Lozano,0.030390738060781474,Peru
4333,Bolivia,Lozano,0.0,Bolivia
4334,Chile,Lozano,0.0,Chile
4332,Argentina,Lozano,0.0,Argentina
4345,Paraguay,Lozano,0.0,Paraguay
4349,Uruguay,Lozano,0.0,Uruguay
4337,Cuba,Lozano,0.0,Cuba
4348,República Dominicana,Lozano,0.0,Dominicana
4347,Puerto Rico,Lozano,0.0,Puerto Rico
1416,México,Lucero,0.0,Mexico
1414,Guatemala,Lucero,0.0,Guatemala
1413,El Salvador,Lucero,0.0,El Salvador
1415,Honduras,Lucero,0.0,Honduras
1417,Nicaragua,Lucero,0.0,Nicaragua
1410,Costa Rica,Lucero,0.0,Costa Rica
1418,Panamá,Lucero,0.0,Panama
1409,Colombia,Lucero,0.0,Colombia
1424,Venezuela,Lucero,0.0,Venezuela
1412,Ecuador,Lucero,0.0,Ecuador
1420,Perú,Lucero,0.0,Peru
1407,Bolivia,Lucero,0.0,Bolivia
1408,Chile,Lucero,0.0,Chile
1406,Argentina,Lucero,0.03488372093023256,Argentina
1419,Paraguay,Lucero,0.0,Paraguay
1423,Uruguay,Lucero,0.0,Uruguay
1411,Cuba,Lucero,0.0,Cuba
1422,República Dominicana,Lucero,0.0,Dominicana
1421,Puerto Rico,Lucero,0.0,Puerto Rico
10612,México,Lugo,0.0,Mexico
10610,Guatemala,Lugo,0.0,Guatemala
10609,El Salvador,Lugo,0.0,El Salvador
10611,Honduras,Lugo,0.0,Honduras
10613,Nicaragua,Lugo,0.0,Nicaragua
10606,Costa Rica,Lugo,0.0,Costa Rica
10614,Panamá,Lugo,0.0,Panama
10605,Colombia,Lugo,0.0,Colombia
10620,Venezuela,Lugo,0.05630026809651475,Venezuela
10608,Ecuador,Lugo,0.0,Ecuador
10616,Perú,Lugo,0.0,Peru
10603,Bolivia,Lugo,0.0,Bolivia
10604,Chile,Lugo,0.0,Chile
10602,Argentina,Lugo,0.0,Argentina
10615,Paraguay,Lugo,0.0,Paraguay
10619,Uruguay,Lugo,0.0,Uruguay
10607,Cuba,Lugo,0.0,Cuba
10618,República Dominicana,Lugo,0.0,Dominicana
10617,Puerto Rico,Lugo,0.08139534883720931,Puerto Rico
618,México,Luna,0.06885245901639345,Mexico
616,Guatemala,Luna,0.0,Guatemala
615,El Salvador,Luna,0.0,El Salvador
617,Honduras,Luna,0.0,Honduras
619,Nicaragua,Luna,0.0,Nicaragua
612,Costa Rica,Luna,0.0,Costa Rica
620,Panamá,Luna,0.0,Panama
611,Colombia,Luna,0.0,Colombia
626,Venezuela,Luna,0.0,Venezuela
614,Ecuador,Luna,0.0,Ecuador
622,Perú,Luna,0.0,Peru
609,Bolivia,Luna,0.0,Bolivia
610,Chile,Luna,0.0,Chile
608,Argentina,Luna,0.05865921787709498,Argentina
621,Paraguay,Luna,0.0,Paraguay
625,Uruguay,Luna,0.0,Uruguay
613,Cuba,Luna,0.0,Cuba
624,República Dominicana,Luna,0.0,Dominicana
623,Puerto Rico,Luna,0.0,Puerto Rico
5558,México,Machado,0.0,Mexico
5556,Guatemala,Machado,0.0,Guatemala
5555,El Salvador,Machado,0.0,El Salvador
5557,Honduras,Machado,0.0,Honduras
5559,Nicaragua,Machado,0.0,Nicaragua
5552,Costa Rica,Machado,0.0,Costa Rica
5560,Panamá,Machado,0.0,Panama
5551,Colombia,Machado,0.0,Colombia
5566,Venezuela,Machado,0.0,Venezuela
5554,Ecuador,Machado,0.0,Ecuador
5562,Perú,Machado,0.0,Peru
5549,Bolivia,Machado,0.0,Bolivia
5550,Chile,Machado,0.0,Chile
5548,Argentina,Machado,0.0,Argentina
5561,Paraguay,Machado,0.0,Paraguay
5565,Uruguay,Machado,0.09502262443438915,Uruguay
5553,Cuba,Machado,0.0594900849858357,Cuba
5564,República Dominicana,Machado,0.0,Dominicana
5563,Puerto Rico,Machado,0.0,Puerto Rico
5957,México,Macias,0.0,Mexico
5955,Guatemala,Macias,0.0,Guatemala
5954,El Salvador,Macias,0.0,El Salvador
5956,Honduras,Macias,0.0,Honduras
5958,Nicaragua,Macias,0.0,Nicaragua
5951,Costa Rica,Macias,0.0,Costa Rica
5959,Panamá,Macias,0.0,Panama
5950,Colombia,Macias,0.0,Colombia
5965,Venezuela,Macias,0.0,Venezuela
5953,Ecuador,Macias,0.09130434782608696,Ecuador
5961,Perú,Macias,0.0,Peru
5948,Bolivia,Macias,0.0,Bolivia
5949,Chile,Macias,0.0,Chile
5947,Argentina,Macias,0.0,Argentina
5960,Paraguay,Macias,0.0,Paraguay
5964,Uruguay,Macias,0.0,Uruguay
5952,Cuba,Macias,0.0,Cuba
5963,República Dominicana,Macias,0.0,Dominicana
5962,Puerto Rico,Macias,0.0,Puerto Rico
8028,México,Madrid,0.0,Mexico
8026,Guatemala,Madrid,0.0,Guatemala
8025,El Salvador,Madrid,0.0,El Salvador
8027,Honduras,Madrid,0.05865921787709498,Honduras
8029,Nicaragua,Madrid,0.0,Nicaragua
8022,Costa Rica,Madrid,0.0,Costa Rica
8030,Panamá,Madrid,0.04294478527607363,Panama
8021,Colombia,Madrid,0.0,Colombia
8036,Venezuela,Madrid,0.0,Venezuela
8024,Ecuador,Madrid,0.0,Ecuador
8032,Perú,Madrid,0.0,Peru
8019,Bolivia,Madrid,0.0,Bolivia
8020,Chile,Madrid,0.0,Chile
8018,Argentina,Madrid,0.0,Argentina
8031,Paraguay,Madrid,0.0,Paraguay
8035,Uruguay,Madrid,0.0,Uruguay
8023,Cuba,Madrid,0.0,Cuba
8034,República Dominicana,Madrid,0.0,Dominicana
8033,Puerto Rico,Madrid,0.0,Puerto Rico
4874,México,Madrigal,0.0,Mexico
4872,Guatemala,Madrigal,0.0,Guatemala
4871,El Salvador,Madrigal,0.0,El Salvador
4873,Honduras,Madrigal,0.0,Honduras
4875,Nicaragua,Madrigal,0.0,Nicaragua
4868,Costa Rica,Madrigal,0.11666666666666668,Costa Rica
4876,Panamá,Madrigal,0.0,Panama
4867,Colombia,Madrigal,0.0,Colombia
4882,Venezuela,Madrigal,0.0,Venezuela
4870,Ecuador,Madrigal,0.0,Ecuador
4878,Perú,Madrigal,0.0,Peru
4865,Bolivia,Madrigal,0.0,Bolivia
4866,Chile,Madrigal,0.0,Chile
4864,Argentina,Madrigal,0.0,Argentina
4877,Paraguay,Madrigal,0.0,Paraguay
4881,Uruguay,Madrigal,0.0,Uruguay
4869,Cuba,Madrigal,0.0,Cuba
4880,República Dominicana,Madrigal,0.0,Dominicana
4879,Puerto Rico,Madrigal,0.0,Puerto Rico
1625,México,Maidana,0.0,Mexico
1623,Guatemala,Maidana,0.0,Guatemala
1622,El Salvador,Maidana,0.0,El Salvador
1624,Honduras,Maidana,0.0,Honduras
1626,Nicaragua,Maidana,0.0,Nicaragua
1619,Costa Rica,Maidana,0.0,Costa Rica
1627,Panamá,Maidana,0.0,Panama
1618,Colombia,Maidana,0.0,Colombia
1633,Venezuela,Maidana,0.0,Venezuela
1621,Ecuador,Maidana,0.0,Ecuador
1629,Perú,Maidana,0.0,Peru
1616,Bolivia,Maidana,0.0,Bolivia
1617,Chile,Maidana,0.0,Chile
1615,Argentina,Maidana,0.031578947368421054,Argentina
1628,Paraguay,Maidana,0.0,Paraguay
1632,Uruguay,Maidana,0.0,Uruguay
1620,Cuba,Maidana,0.0,Cuba
1631,República Dominicana,Maidana,0.0,Dominicana
1630,Puerto Rico,Maidana,0.0,Puerto Rico
8617,México,Mairena,0.0,Mexico
8615,Guatemala,Mairena,0.0,Guatemala
8614,El Salvador,Mairena,0.0,El Salvador
8616,Honduras,Mairena,0.0,Honduras
8618,Nicaragua,Mairena,0.06752411575562701,Nicaragua
8611,Costa Rica,Mairena,0.0,Costa Rica
8619,Panamá,Mairena,0.0,Panama
8610,Colombia,Mairena,0.0,Colombia
8625,Venezuela,Mairena,0.0,Venezuela
8613,Ecuador,Mairena,0.0,Ecuador
8621,Perú,Mairena,0.0,Peru
8608,Bolivia,Mairena,0.0,Bolivia
8609,Chile,Mairena,0.0,Chile
8607,Argentina,Mairena,0.0,Argentina
8620,Paraguay,Mairena,0.0,Paraguay
8624,Uruguay,Mairena,0.0,Uruguay
8612,Cuba,Mairena,0.0,Cuba
8623,República Dominicana,Mairena,0.0,Dominicana
8622,Puerto Rico,Mairena,0.0,Puerto Rico
10422,México,Malave,0.0,Mexico
10420,Guatemala,Malave,0.0,Guatemala
10419,El Salvador,Malave,0.0,El Salvador
10421,Honduras,Malave,0.0,Honduras
10423,Nicaragua,Malave,0.0,Nicaragua
10416,Costa Rica,Malave,0.0,Costa Rica
10424,Panamá,Malave,0.0,Panama
10415,Colombia,Malave,0.0,Colombia
10430,Venezuela,Malave,0.0,Venezuela
10418,Ecuador,Malave,0.0,Ecuador
10426,Perú,Malave,0.0,Peru
10413,Bolivia,Malave,0.0,Bolivia
10414,Chile,Malave,0.0,Chile
10412,Argentina,Malave,0.0,Argentina
10425,Paraguay,Malave,0.0,Paraguay
10429,Uruguay,Malave,0.0,Uruguay
10417,Cuba,Malave,0.0,Cuba
10428,República Dominicana,Malave,0.0,Dominicana
10427,Puerto Rico,Malave,0.16279069767441862,Puerto Rico
1207,México,Maldonado,0.04046242774566474,Mexico
1205,Guatemala,Maldonado,0.05172413793103449,Guatemala
1204,El Salvador,Maldonado,0.0,El Salvador
1206,Honduras,Maldonado,0.10447761194029852,Honduras
1208,Nicaragua,Maldonado,0.0,Nicaragua
1201,Costa Rica,Maldonado,0.0,Costa Rica
1209,Panamá,Maldonado,0.0,Panama
1200,Colombia,Maldonado,0.0,Colombia
1215,Venezuela,Maldonado,0.0,Venezuela
1203,Ecuador,Maldonado,0.04320987654320988,Ecuador
1211,Perú,Maldonado,0.0,Peru
1198,Bolivia,Maldonado,0.0,Bolivia
1199,Chile,Maldonado,0.051219512195121955,Chile
1197,Argentina,Maldonado,0.03888888888888889,Argentina
1210,Paraguay,Maldonado,0.0,Paraguay
1214,Uruguay,Maldonado,0.0,Uruguay
1202,Cuba,Maldonado,0.0,Cuba
1213,República Dominicana,Maldonado,0.0,Dominicana
1212,Puerto Rico,Maldonado,0.05384615384615385,Puerto Rico
1910,México,Mamani,0.0,Mexico
1908,Guatemala,Mamani,0.0,Guatemala
1907,El Salvador,Mamani,0.0,El Salvador
1909,Honduras,Mamani,0.0,Honduras
1911,Nicaragua,Mamani,0.0,Nicaragua
1904,Costa Rica,Mamani,0.0,Costa Rica
1912,Panamá,Mamani,0.0,Panama
1903,Colombia,Mamani,0.0,Colombia
1918,Venezuela,Mamani,0.0,Venezuela
1906,Ecuador,Mamani,0.0,Ecuador
1914,Perú,Mamani,0.17796610169491525,Peru
1901,Bolivia,Mamani,0.65625,Bolivia
1902,Chile,Mamani,0.0,Chile
1900,Argentina,Mamani,0.0,Argentina
1913,Paraguay,Mamani,0.0,Paraguay
1917,Uruguay,Mamani,0.0,Uruguay
1905,Cuba,Mamani,0.0,Cuba
1916,República Dominicana,Mamani,0.0,Dominicana
1915,Puerto Rico,Mamani,0.0,Puerto Rico
7040,México,Mancia,0.0,Mexico
7038,Guatemala,Mancia,0.0,Guatemala
7037,El Salvador,Mancia,0.041666666666666664,El Salvador
7039,Honduras,Mancia,0.0,Honduras
7041,Nicaragua,Mancia,0.0,Nicaragua
7034,Costa Rica,Mancia,0.0,Costa Rica
7042,Panamá,Mancia,0.0,Panama
7033,Colombia,Mancia,0.0,Colombia
7048,Venezuela,Mancia,0.0,Venezuela
7036,Ecuador,Mancia,0.0,Ecuador
7044,Perú,Mancia,0.0,Peru
7031,Bolivia,Mancia,0.0,Bolivia
7032,Chile,Mancia,0.0,Chile
7030,Argentina,Mancia,0.0,Argentina
7043,Paraguay,Mancia,0.0,Paraguay
7047,Uruguay,Mancia,0.0,Uruguay
7035,Cuba,Mancia,0.0,Cuba
7046,República Dominicana,Mancia,0.0,Dominicana
7045,Puerto Rico,Mancia,0.0,Puerto Rico
1283,México,Mansilla,0.0,Mexico
1281,Guatemala,Mansilla,0.0,Guatemala
1280,El Salvador,Mansilla,0.0,El Salvador
1282,Honduras,Mansilla,0.0,Honduras
1284,Nicaragua,Mansilla,0.0,Nicaragua
1277,Costa Rica,Mansilla,0.0,Costa Rica
1285,Panamá,Mansilla,0.0,Panama
1276,Colombia,Mansilla,0.0,Colombia
1291,Venezuela,Mansilla,0.0,Venezuela
1279,Ecuador,Mansilla,0.0,Ecuador
1287,Perú,Mansilla,0.0,Peru
1274,Bolivia,Mansilla,0.0,Bolivia
1275,Chile,Mansilla,0.0,Chile
1273,Argentina,Mansilla,0.03776978417266187,Argentina
1286,Paraguay,Mansilla,0.0,Paraguay
1290,Uruguay,Mansilla,0.0,Uruguay
1278,Cuba,Mansilla,0.0,Cuba
1289,República Dominicana,Mansilla,0.0,Dominicana
1288,Puerto Rico,Mansilla,0.0,Puerto Rico
7800,México,Maradiaga,0.0,Mexico
7798,Guatemala,Maradiaga,0.0,Guatemala
7797,El Salvador,Maradiaga,0.0,El Salvador
7799,Honduras,Maradiaga,0.08898305084745763,Honduras
7801,Nicaragua,Maradiaga,0.0,Nicaragua
7794,Costa Rica,Maradiaga,0.0,Costa Rica
7802,Panamá,Maradiaga,0.0,Panama
7793,Colombia,Maradiaga,0.0,Colombia
7808,Venezuela,Maradiaga,0.0,Venezuela
7796,Ecuador,Maradiaga,0.0,Ecuador
7804,Perú,Maradiaga,0.0,Peru
7791,Bolivia,Maradiaga,0.0,Bolivia
7792,Chile,Maradiaga,0.0,Chile
7790,Argentina,Maradiaga,0.0,Argentina
7803,Paraguay,Maradiaga,0.0,Paraguay
7807,Uruguay,Maradiaga,0.0,Uruguay
7795,Cuba,Maradiaga,0.0,Cuba
7806,República Dominicana,Maradiaga,0.0,Dominicana
7805,Puerto Rico,Maradiaga,0.0,Puerto Rico
12113,México,Marcano,0.0,Mexico
12111,Guatemala,Marcano,0.0,Guatemala
12110,El Salvador,Marcano,0.0,El Salvador
