,País,Apellido,y,c
5052,Uruguay,Bonilla,0.025331724969843185,Uruguay
5040,Cuba,Bonilla,0.0,Cuba
5051,República Dominicana,Bonilla,0.0,Dominicana
5050,Puerto Rico,Bonilla,0.0,Puerto Rico
10536,México,Bordelies,0.0,Mexico
10534,Guatemala,Bordelies,0.0,Guatemala
10533,El Salvador,Bordelies,0.0,El Salvador
10535,Honduras,Bordelies,0.0,Honduras
10537,Nicaragua,Bordelies,0.0,Nicaragua
10530,Costa Rica,Bordelies,0.0,Costa Rica
10538,Panamá,Bordelies,0.0,Panama
10529,Colombia,Bordelies,0.0,Colombia
10544,Venezuela,Bordelies,0.0,Venezuela
10532,Ecuador,Bordelies,0.0,Ecuador
10540,Perú,Bordelies,0.0,Peru
10527,Bolivia,Bordelies,0.0,Bolivia
10528,Chile,Bordelies,0.0,Chile
10526,Argentina,Bordelies,0.0,Argentina
10539,Paraguay,Bordelies,0.0,Paraguay
10543,Uruguay,Bordelies,0.0,Uruguay
10531,Cuba,Bordelies,0.0,Cuba
10542,República Dominicana,Bordelies,0.0,Dominicana
10541,Puerto Rico,Bordelies,0.11290322580645162,Puerto Rico
11904,México,Borges,0.0,Mexico
11902,Guatemala,Borges,0.0,Guatemala
11901,El Salvador,Borges,0.0,El Salvador
11903,Honduras,Borges,0.0,Honduras
11905,Nicaragua,Borges,0.0,Nicaragua
11898,Costa Rica,Borges,0.0,Costa Rica
11906,Panamá,Borges,0.0,Panama
11897,Colombia,Borges,0.0,Colombia
11912,Venezuela,Borges,0.0,Venezuela
11900,Ecuador,Borges,0.0,Ecuador
11908,Perú,Borges,0.0,Peru
11895,Bolivia,Borges,0.0,Bolivia
11896,Chile,Borges,0.0,Chile
11894,Argentina,Borges,0.0,Argentina
11907,Paraguay,Borges,0.0,Paraguay
11911,Uruguay,Borges,0.027559055118110236,Uruguay
11899,Cuba,Borges,0.0,Cuba
11910,República Dominicana,Borges,0.0,Dominicana
11909,Puerto Rico,Borges,0.0,Puerto Rico
1796,México,Bravo,0.0,Mexico
1794,Guatemala,Bravo,0.0,Guatemala
1793,El Salvador,Bravo,0.0,El Salvador
1795,Honduras,Bravo,0.0,Honduras
1797,Nicaragua,Bravo,0.0,Nicaragua
1790,Costa Rica,Bravo,0.0,Costa Rica
1798,Panamá,Bravo,0.0,Panama
1789,Colombia,Bravo,0.0,Colombia
1804,Venezuela,Bravo,0.04085603112840467,Venezuela
1792,Ecuador,Bravo,0.07608695652173914,Ecuador
1800,Perú,Bravo,0.03070175438596491,Peru
1787,Bolivia,Bravo,0.0,Bolivia
1788,Chile,Bravo,0.08333333333333333,Chile
1786,Argentina,Bravo,0.028649386084583905,Argentina
1799,Paraguay,Bravo,0.0,Paraguay
1803,Uruguay,Bravo,0.0,Uruguay
1791,Cuba,Bravo,0.0,Cuba
1802,República Dominicana,Bravo,0.0,Dominicana
1801,Puerto Rico,Bravo,0.0,Puerto Rico
4665,México,Brenes,0.0,Mexico
4663,Guatemala,Brenes,0.0,Guatemala
4662,El Salvador,Brenes,0.0,El Salvador
4664,Honduras,Brenes,0.0,Honduras
4666,Nicaragua,Brenes,0.0,Nicaragua
4659,Costa Rica,Brenes,0.16030534351145037,Costa Rica
4667,Panamá,Brenes,0.0,Panama
4658,Colombia,Brenes,0.0,Colombia
4673,Venezuela,Brenes,0.0,Venezuela
4661,Ecuador,Brenes,0.0,Ecuador
4669,Perú,Brenes,0.0,Peru
4656,Bolivia,Brenes,0.0,Bolivia
4657,Chile,Brenes,0.0,Chile
4655,Argentina,Brenes,0.0,Argentina
4668,Paraguay,Brenes,0.0,Paraguay
4672,Uruguay,Brenes,0.0,Uruguay
4660,Cuba,Brenes,0.0,Cuba
4671,República Dominicana,Brenes,0.0,Dominicana
4670,Puerto Rico,Brenes,0.0,Puerto Rico
12075,México,Briceño,0.0,Mexico
12073,Guatemala,Briceño,0.0,Guatemala
12072,El Salvador,Briceño,0.0,El Salvador
12074,Honduras,Briceño,0.0,Honduras
12076,Nicaragua,Briceño,0.0,Nicaragua
12069,Costa Rica,Briceño,0.0,Costa Rica
12077,Panamá,Briceño,0.0,Panama
12068,Colombia,Briceño,0.0,Colombia
12083,Venezuela,Briceño,0.08366533864541834,Venezuela
12071,Ecuador,Briceño,0.0,Ecuador
12079,Perú,Briceño,0.0,Peru
12066,Bolivia,Briceño,0.0,Bolivia
12067,Chile,Briceño,0.0,Chile
12065,Argentina,Briceño,0.0,Argentina
12078,Paraguay,Briceño,0.0,Paraguay
12082,Uruguay,Briceño,0.0,Uruguay
12070,Cuba,Briceño,0.0,Cuba
12081,República Dominicana,Briceño,0.0,Dominicana
12080,Puerto Rico,Briceño,0.0,Puerto Rico
6242,México,Briones,0.0,Mexico
6240,Guatemala,Briones,0.0,Guatemala
6239,El Salvador,Briones,0.0,El Salvador
6241,Honduras,Briones,0.0,Honduras
6243,Nicaragua,Briones,0.0,Nicaragua
6236,Costa Rica,Briones,0.0,Costa Rica
6244,Panamá,Briones,0.0,Panama
6235,Colombia,Briones,0.0,Colombia
6250,Venezuela,Briones,0.0,Venezuela
6238,Ecuador,Briones,0.035175879396984924,Ecuador
6246,Perú,Briones,0.0,Peru
6233,Bolivia,Briones,0.0,Bolivia
6234,Chile,Briones,0.0,Chile
6232,Argentina,Briones,0.0,Argentina
6245,Paraguay,Briones,0.0,Paraguay
6249,Uruguay,Briones,0.0,Uruguay
6237,Cuba,Briones,0.0,Cuba
6248,República Dominicana,Briones,0.0,Dominicana
6247,Puerto Rico,Briones,0.0,Puerto Rico
9415,México,Britez,0.0,Mexico
9413,Guatemala,Britez,0.0,Guatemala
9412,El Salvador,Britez,0.0,El Salvador
9414,Honduras,Britez,0.0,Honduras
9416,Nicaragua,Britez,0.0,Nicaragua
9409,Costa Rica,Britez,0.0,Costa Rica
9417,Panamá,Britez,0.0,Panama
9408,Colombia,Britez,0.0,Colombia
9423,Venezuela,Britez,0.0,Venezuela
9411,Ecuador,Britez,0.0,Ecuador
9419,Perú,Britez,0.0,Peru
9406,Bolivia,Britez,0.0,Bolivia
9407,Chile,Britez,0.0,Chile
9405,Argentina,Britez,0.0,Argentina
9418,Paraguay,Britez,0.14482758620689656,Paraguay
9422,Uruguay,Britez,0.0,Uruguay
9410,Cuba,Britez,0.0,Cuba
9421,República Dominicana,Britez,0.0,Dominicana
9420,Puerto Rico,Britez,0.0,Puerto Rico
5919,México,Brito,0.0,Mexico
5917,Guatemala,Brito,0.0,Guatemala
5916,El Salvador,Brito,0.0,El Salvador
5918,Honduras,Brito,0.0,Honduras
5920,Nicaragua,Brito,0.0,Nicaragua
5913,Costa Rica,Brito,0.0,Costa Rica
5921,Panamá,Brito,0.0,Panama
5912,Colombia,Brito,0.0,Colombia
5927,Venezuela,Brito,0.05737704918032787,Venezuela
5915,Ecuador,Brito,0.0,Ecuador
5923,Perú,Brito,0.0,Peru
5910,Bolivia,Brito,0.0,Bolivia
5911,Chile,Brito,0.0,Chile
5909,Argentina,Brito,0.0,Argentina
5922,Paraguay,Brito,0.0,Paraguay
5926,Uruguay,Brito,0.0,Uruguay
5914,Cuba,Brito,0.03535353535353535,Cuba
5925,República Dominicana,Brito,0.07473309608540925,Dominicana
5924,Puerto Rico,Brito,0.0,Puerto Rico
11961,México,Britos,0.0,Mexico
11959,Guatemala,Britos,0.0,Guatemala
11958,El Salvador,Britos,0.0,El Salvador
11960,Honduras,Britos,0.0,Honduras
11962,Nicaragua,Britos,0.0,Nicaragua
11955,Costa Rica,Britos,0.0,Costa Rica
11963,Panamá,Britos,0.0,Panama
11954,Colombia,Britos,0.0,Colombia
11969,Venezuela,Britos,0.0,Venezuela
11957,Ecuador,Britos,0.0,Ecuador
11965,Perú,Britos,0.0,Peru
11952,Bolivia,Britos,0.0,Bolivia
11953,Chile,Britos,0.0,Chile
11951,Argentina,Britos,0.0,Argentina
11964,Paraguay,Britos,0.0,Paraguay
11968,Uruguay,Britos,0.024940617577197153,Uruguay
11956,Cuba,Britos,0.0,Cuba
11967,República Dominicana,Britos,0.0,Dominicana
11966,Puerto Rico,Britos,0.0,Puerto Rico
10688,México,Bruno,0.0,Mexico
10686,Guatemala,Bruno,0.0,Guatemala
10685,El Salvador,Bruno,0.0,El Salvador
10687,Honduras,Bruno,0.0,Honduras
10689,Nicaragua,Bruno,0.0,Nicaragua
10682,Costa Rica,Bruno,0.0,Costa Rica
10690,Panamá,Bruno,0.0,Panama
10681,Colombia,Bruno,0.0,Colombia
10696,Venezuela,Bruno,0.0,Venezuela
10684,Ecuador,Bruno,0.0,Ecuador
10692,Perú,Bruno,0.0,Peru
10679,Bolivia,Bruno,0.0,Bolivia
10680,Chile,Bruno,0.0,Chile
10678,Argentina,Bruno,0.0,Argentina
10691,Paraguay,Bruno,0.0,Paraguay
10695,Uruguay,Bruno,0.0,Uruguay
10683,Cuba,Bruno,0.0,Cuba
10694,República Dominicana,Bruno,0.0,Dominicana
10693,Puerto Rico,Bruno,0.06158357771260997,Puerto Rico
10232,México,Burgos,0.0,Mexico
10230,Guatemala,Burgos,0.0,Guatemala
10229,El Salvador,Burgos,0.0,El Salvador
10231,Honduras,Burgos,0.0,Honduras
10233,Nicaragua,Burgos,0.0,Nicaragua
10226,Costa Rica,Burgos,0.0,Costa Rica
10234,Panamá,Burgos,0.0,Panama
10225,Colombia,Burgos,0.0,Colombia
10240,Venezuela,Burgos,0.0,Venezuela
10228,Ecuador,Burgos,0.0,Ecuador
10236,Perú,Burgos,0.0,Peru
10223,Bolivia,Burgos,0.0,Bolivia
10224,Chile,Burgos,0.0,Chile
10222,Argentina,Burgos,0.0,Argentina
10235,Paraguay,Burgos,0.0,Paraguay
10239,Uruguay,Burgos,0.0,Uruguay
10227,Cuba,Burgos,0.0,Cuba
10238,República Dominicana,Burgos,0.0,Dominicana
10237,Puerto Rico,Burgos,0.4038461538461539,Puerto Rico
3810,México,Bustamante,0.0,Mexico
3808,Guatemala,Bustamante,0.0,Guatemala
3807,El Salvador,Bustamante,0.0,El Salvador
3809,Honduras,Bustamante,0.0,Honduras
3811,Nicaragua,Bustamante,0.0,Nicaragua
3804,Costa Rica,Bustamante,0.0,Costa Rica
3812,Panamá,Bustamante,0.0,Panama
3803,Colombia,Bustamante,0.0,Colombia
3818,Venezuela,Bustamante,0.0,Venezuela
3806,Ecuador,Bustamante,0.0,Ecuador
3814,Perú,Bustamante,0.0,Peru
3801,Bolivia,Bustamante,0.0,Bolivia
3802,Chile,Bustamante,0.046052631578947366,Chile
3800,Argentina,Bustamante,0.0,Argentina
3813,Paraguay,Bustamante,0.0,Paraguay
3817,Uruguay,Bustamante,0.0,Uruguay
3805,Cuba,Bustamante,0.0,Cuba
3816,República Dominicana,Bustamante,0.0,Dominicana
3815,Puerto Rico,Bustamante,0.0,Puerto Rico
1530,México,Bustos,0.0,Mexico
1528,Guatemala,Bustos,0.0,Guatemala
1527,El Salvador,Bustos,0.0,El Salvador
1529,Honduras,Bustos,0.0,Honduras
1531,Nicaragua,Bustos,0.0,Nicaragua
1524,Costa Rica,Bustos,0.0,Costa Rica
1532,Panamá,Bustos,0.0,Panama
1523,Colombia,Bustos,0.0,Colombia
1538,Venezuela,Bustos,0.0,Venezuela
1526,Ecuador,Bustos,0.0,Ecuador
1534,Perú,Bustos,0.0,Peru
1521,Bolivia,Bustos,0.0,Bolivia
1522,Chile,Bustos,0.05147058823529412,Chile
1520,Argentina,Bustos,0.03349282296650718,Argentina
1533,Paraguay,Bustos,0.0,Paraguay
1537,Uruguay,Bustos,0.0,Uruguay
1525,Cuba,Bustos,0.0,Cuba
1536,República Dominicana,Bustos,0.0,Dominicana
1535,Puerto Rico,Bustos,0.0,Puerto Rico
7078,México,Caal,0.0,Mexico
7076,Guatemala,Caal,0.20792079207920794,Guatemala
7075,El Salvador,Caal,0.0,El Salvador
7077,Honduras,Caal,0.0,Honduras
7079,Nicaragua,Caal,0.0,Nicaragua
7072,Costa Rica,Caal,0.0,Costa Rica
7080,Panamá,Caal,0.0,Panama
7071,Colombia,Caal,0.0,Colombia
7086,Venezuela,Caal,0.0,Venezuela
7074,Ecuador,Caal,0.0,Ecuador
7082,Perú,Caal,0.0,Peru
7069,Bolivia,Caal,0.0,Bolivia
7070,Chile,Caal,0.0,Chile
7068,Argentina,Caal,0.0,Argentina
7081,Paraguay,Caal,0.0,Paraguay
7085,Uruguay,Caal,0.0,Uruguay
7073,Cuba,Caal,0.0,Cuba
7084,República Dominicana,Caal,0.0,Dominicana
7083,Puerto Rico,Caal,0.0,Puerto Rico
5691,México,Caballero,0.0,Mexico
5689,Guatemala,Caballero,0.0,Guatemala
5688,El Salvador,Caballero,0.0,El Salvador
5690,Honduras,Caballero,0.05675675675675676,Honduras
5692,Nicaragua,Caballero,0.0,Nicaragua
5685,Costa Rica,Caballero,0.0,Costa Rica
5693,Panamá,Caballero,0.1272727272727273,Panama
5684,Colombia,Caballero,0.0,Colombia
5699,Venezuela,Caballero,0.0,Venezuela
5687,Ecuador,Caballero,0.0,Ecuador
5695,Perú,Caballero,0.0,Peru
5682,Bolivia,Caballero,0.0,Bolivia
5683,Chile,Caballero,0.0,Chile
5681,Argentina,Caballero,0.0,Argentina
5694,Paraguay,Caballero,0.1418918918918919,Paraguay
5698,Uruguay,Caballero,0.02648171500630517,Uruguay
5686,Cuba,Caballero,0.05000000000000001,Cuba
5697,República Dominicana,Caballero,0.0,Dominicana
5696,Puerto Rico,Caballero,0.1206896551724138,Puerto Rico
656,México,Cabrera,0.03832116788321168,Mexico
654,Guatemala,Cabrera,0.0,Guatemala
653,El Salvador,Cabrera,0.04929577464788733,El Salvador
655,Honduras,Cabrera,0.0515970515970516,Honduras
657,Nicaragua,Cabrera,0.0,Nicaragua
650,Costa Rica,Cabrera,0.0,Costa Rica
658,Panamá,Cabrera,0.0,Panama
649,Colombia,Cabrera,0.0,Colombia
664,Venezuela,Cabrera,0.0,Venezuela
652,Ecuador,Cabrera,0.06069364161849711,Ecuador
660,Perú,Cabrera,0.041666666666666664,Peru
647,Bolivia,Cabrera,0.047191011235955066,Bolivia
648,Chile,Cabrera,0.0,Chile
646,Argentina,Cabrera,0.056,Argentina
659,Paraguay,Cabrera,0.15909090909090912,Paraguay
663,Uruguay,Cabrera,0.13907284768211922,Uruguay
651,Cuba,Cabrera,0.14482758620689656,Cuba
662,República Dominicana,Cabrera,0.09859154929577466,Dominicana
661,Puerto Rico,Cabrera,0.0,Puerto Rico
7705,México,Cac,0.0,Mexico
7703,Guatemala,Cac,0.03832116788321168,Guatemala
7702,El Salvador,Cac,0.0,El Salvador
7704,Honduras,Cac,0.0,Honduras
7706,Nicaragua,Cac,0.0,Nicaragua
7699,Costa Rica,Cac,0.0,Costa Rica
7707,Panamá,Cac,0.0,Panama
7698,Colombia,Cac,0.0,Colombia
7713,Venezuela,Cac,0.0,Venezuela
7701,Ecuador,Cac,0.0,Ecuador
7709,Perú,Cac,0.0,Peru
7696,Bolivia,Cac,0.0,Bolivia
7697,Chile,Cac,0.0,Chile
7695,Argentina,Cac,0.0,Argentina
7708,Paraguay,Cac,0.0,Paraguay
7712,Uruguay,Cac,0.0,Uruguay
7700,Cuba,Cac,0.0,Cuba
7711,República Dominicana,Cac,0.0,Dominicana
7710,Puerto Rico,Cac,0.0,Puerto Rico
1112,México,Caceres,0.0,Mexico
1110,Guatemala,Caceres,0.0,Guatemala
1109,El Salvador,Caceres,0.0,El Salvador
1111,Honduras,Caceres,0.07046979865771813,Honduras
1113,Nicaragua,Caceres,0.0,Nicaragua
1106,Costa Rica,Caceres,0.0,Costa Rica
1114,Panamá,Caceres,0.0,Panama
1105,Colombia,Caceres,0.0,Colombia
1120,Venezuela,Caceres,0.0,Venezuela
1108,Ecuador,Caceres,0.0,Ecuador
1116,Perú,Caceres,0.031531531531531536,Peru
1103,Bolivia,Caceres,0.0,Bolivia
1104,Chile,Caceres,0.06140350877192982,Chile
1102,Argentina,Caceres,0.04054054054054054,Argentina
1115,Paraguay,Caceres,0.1926605504587156,Paraguay
1119,Uruguay,Caceres,0.03255813953488372,Uruguay
1107,Cuba,Caceres,0.0,Cuba
1118,República Dominicana,Caceres,0.0,Dominicana
1117,Puerto Rico,Caceres,0.0,Puerto Rico
4285,México,Caicedo,0.0,Mexico
4283,Guatemala,Caicedo,0.0,Guatemala
4282,El Salvador,Caicedo,0.0,El Salvador
4284,Honduras,Caicedo,0.0,Honduras
4286,Nicaragua,Caicedo,0.0,Nicaragua
4279,Costa Rica,Caicedo,0.0,Costa Rica
4287,Panamá,Caicedo,0.0,Panama
4278,Colombia,Caicedo,0.0532994923857868,Colombia
4293,Venezuela,Caicedo,0.0,Venezuela
4281,Ecuador,Caicedo,0.030390738060781474,Ecuador
4289,Perú,Caicedo,0.0,Peru
4276,Bolivia,Caicedo,0.0,Bolivia
4277,Chile,Caicedo,0.0,Chile
4275,Argentina,Caicedo,0.0,Argentina
4288,Paraguay,Caicedo,0.0,Paraguay
4292,Uruguay,Caicedo,0.0,Uruguay
4280,Cuba,Caicedo,0.0,Cuba
4291,República Dominicana,Caicedo,0.0,Dominicana
4290,Puerto Rico,Caicedo,0.0,Puerto Rico
2936,México,Calderon,0.0,Mexico
2934,Guatemala,Calderon,0.03925233644859814,Guatemala
2933,El Salvador,Calderon,0.06774193548387097,El Salvador
2935,Honduras,Calderon,0.0,Honduras
2937,Nicaragua,Calderon,0.0532994923857868,Nicaragua
2930,Costa Rica,Calderon,0.14685314685314685,Costa Rica
2938,Panamá,Calderon,0.0,Panama
2929,Colombia,Calderon,0.048387096774193554,Colombia
2944,Venezuela,Calderon,0.0,Venezuela
2932,Ecuador,Calderon,0.043933054393305436,Ecuador
2940,Perú,Calderon,0.054263565891472874,Peru
2927,Bolivia,Calderon,0.04259634888438134,Bolivia
2928,Chile,Calderon,0.0,Chile
2926,Argentina,Calderon,0.0,Argentina
2939,Paraguay,Calderon,0.0,Paraguay
2943,Uruguay,Calderon,0.0,Uruguay
2931,Cuba,Calderon,0.0,Cuba
2942,República Dominicana,Calderon,0.0,Dominicana
2941,Puerto Rico,Calderon,0.0,Puerto Rico
7306,México,Calel,0.0,Mexico
7304,Guatemala,Calel,0.06306306306306307,Guatemala
7303,El Salvador,Calel,0.0,El Salvador
7305,Honduras,Calel,0.0,Honduras
7307,Nicaragua,Calel,0.0,Nicaragua
7300,Costa Rica,Calel,0.0,Costa Rica
7308,Panamá,Calel,0.0,Panama
7299,Colombia,Calel,0.0,Colombia
7314,Venezuela,Calel,0.0,Venezuela
7302,Ecuador,Calel,0.0,Ecuador
7310,Perú,Calel,0.0,Peru
7297,Bolivia,Calel,0.0,Bolivia
7298,Chile,Calel,0.0,Chile
7296,Argentina,Calel,0.0,Argentina
7309,Paraguay,Calel,0.0,Paraguay
7313,Uruguay,Calel,0.0,Uruguay
7301,Cuba,Calel,0.0,Cuba
7312,República Dominicana,Calel,0.0,Dominicana
7311,Puerto Rico,Calel,0.0,Puerto Rico
8465,México,Calero,0.0,Mexico
8463,Guatemala,Calero,0.0,Guatemala
8462,El Salvador,Calero,0.0,El Salvador
8464,Honduras,Calero,0.0,Honduras
8466,Nicaragua,Calero,0.10294117647058824,Nicaragua
8459,Costa Rica,Calero,0.0,Costa Rica
8467,Panamá,Calero,0.0,Panama
8458,Colombia,Calero,0.0,Colombia
8473,Venezuela,Calero,0.0,Venezuela
8461,Ecuador,Calero,0.0,Ecuador
8469,Perú,Calero,0.0,Peru
8456,Bolivia,Calero,0.0,Bolivia
8457,Chile,Calero,0.0,Chile
8455,Argentina,Calero,0.0,Argentina
8468,Paraguay,Calero,0.0,Paraguay
8472,Uruguay,Calero,0.0,Uruguay
8460,Cuba,Calero,0.0,Cuba
8471,República Dominicana,Calero,0.0,Dominicana
8470,Puerto Rico,Calero,0.0,Puerto Rico
8104,México,Calix,0.0,Mexico
8102,Guatemala,Calix,0.0,Guatemala
8101,El Salvador,Calix,0.0,El Salvador
8103,Honduras,Calix,0.05483028720626632,Honduras
8105,Nicaragua,Calix,0.0,Nicaragua
8098,Costa Rica,Calix,0.0,Costa Rica
8106,Panamá,Calix,0.0,Panama
8097,Colombia,Calix,0.0,Colombia
8112,Venezuela,Calix,0.0,Venezuela
8100,Ecuador,Calix,0.0,Ecuador
8108,Perú,Calix,0.0,Peru
8095,Bolivia,Calix,0.0,Bolivia
8096,Chile,Calix,0.0,Chile
8094,Argentina,Calix,0.0,Argentina
8107,Paraguay,Calix,0.0,Paraguay
8111,Uruguay,Calix,0.0,Uruguay
8099,Cuba,Calix,0.0,Cuba
8110,República Dominicana,Calix,0.0,Dominicana
8109,Puerto Rico,Calix,0.0,Puerto Rico
2290,México,Calle,0.0,Mexico
2288,Guatemala,Calle,0.0,Guatemala
2287,El Salvador,Calle,0.0,El Salvador
2289,Honduras,Calle,0.0,Honduras
2291,Nicaragua,Calle,0.0,Nicaragua
2284,Costa Rica,Calle,0.0,Costa Rica
2292,Panamá,Calle,0.0,Panama
2283,Colombia,Calle,0.0,Colombia
2298,Venezuela,Calle,0.0,Venezuela
2286,Ecuador,Calle,0.0,Ecuador
2294,Perú,Calle,0.0,Peru
2281,Bolivia,Calle,0.07446808510638298,Bolivia
2282,Chile,Calle,0.0,Chile
2280,Argentina,Calle,0.0,Argentina
2293,Paraguay,Calle,0.0,Paraguay
2297,Uruguay,Calle,0.0,Uruguay
2285,Cuba,Calle,0.0,Cuba
2296,República Dominicana,Calle,0.0,Dominicana
2295,Puerto Rico,Calle,0.0,Puerto Rico
2841,México,Callisaya,0.0,Mexico
2839,Guatemala,Callisaya,0.0,Guatemala
2838,El Salvador,Callisaya,0.0,El Salvador
2840,Honduras,Callisaya,0.0,Honduras
2842,Nicaragua,Callisaya,0.0,Nicaragua
2835,Costa Rica,Callisaya,0.0,Costa Rica
2843,Panamá,Callisaya,0.0,Panama
2834,Colombia,Callisaya,0.0,Colombia
2849,Venezuela,Callisaya,0.0,Venezuela
2837,Ecuador,Callisaya,0.0,Ecuador
2845,Perú,Callisaya,0.0,Peru
2832,Bolivia,Callisaya,0.045454545454545456,Bolivia
2833,Chile,Callisaya,0.0,Chile
2831,Argentina,Callisaya,0.0,Argentina
2844,Paraguay,Callisaya,0.0,Paraguay
2848,Uruguay,Callisaya,0.0,Uruguay
2836,Cuba,Callisaya,0.0,Cuba
2847,República Dominicana,Callisaya,0.0,Dominicana
2846,Puerto Rico,Callisaya,0.0,Puerto Rico
4950,México,Calvo,0.0,Mexico
4948,Guatemala,Calvo,0.0,Guatemala
4947,El Salvador,Calvo,0.0,El Salvador
4949,Honduras,Calvo,0.0,Honduras
4951,Nicaragua,Calvo,0.0,Nicaragua
4944,Costa Rica,Calvo,0.0958904109589041,Costa Rica
4952,Panamá,Calvo,0.0,Panama
4943,Colombia,Calvo,0.0,Colombia
4958,Venezuela,Calvo,0.0,Venezuela
4946,Ecuador,Calvo,0.0,Ecuador
4954,Perú,Calvo,0.0,Peru
4941,Bolivia,Calvo,0.0,Bolivia
4942,Chile,Calvo,0.0,Chile
4940,Argentina,Calvo,0.0,Argentina
4953,Paraguay,Calvo,0.0,Paraguay
4957,Uruguay,Calvo,0.0,Uruguay
4945,Cuba,Calvo,0.0,Cuba
4956,República Dominicana,Calvo,0.0,Dominicana
4955,Puerto Rico,Calvo,0.0,Puerto Rico
2461,México,Camacho,0.04294478527607363,Mexico
2459,Guatemala,Camacho,0.0,Guatemala
2458,El Salvador,Camacho,0.0,El Salvador
2460,Honduras,Camacho,0.0,Honduras
2462,Nicaragua,Camacho,0.0,Nicaragua
2455,Costa Rica,Camacho,0.0711864406779661,Costa Rica
2463,Panamá,Camacho,0.0,Panama
2454,Colombia,Camacho,0.0,Colombia
2469,Venezuela,Camacho,0.04259634888438134,Venezuela
2457,Ecuador,Camacho,0.0,Ecuador
2465,Perú,Camacho,0.0,Peru
2452,Bolivia,Camacho,0.06666666666666667,Bolivia
2453,Chile,Camacho,0.0,Chile
2451,Argentina,Camacho,0.0,Argentina
2464,Paraguay,Camacho,0.0,Paraguay
2468,Uruguay,Camacho,0.0,Uruguay
2456,Cuba,Camacho,0.0,Cuba
2467,República Dominicana,Camacho,0.0,Dominicana
2466,Puerto Rico,Camacho,0.0,Puerto Rico
9168,México,Camarena,0.0,Mexico
9166,Guatemala,Camarena,0.0,Guatemala
9165,El Salvador,Camarena,0.0,El Salvador
9167,Honduras,Camarena,0.0,Honduras
9169,Nicaragua,Camarena,0.0,Nicaragua
9162,Costa Rica,Camarena,0.0,Costa Rica
9170,Panamá,Camarena,0.05048076923076924,Panama
9161,Colombia,Camarena,0.0,Colombia
9176,Venezuela,Camarena,0.0,Venezuela
9164,Ecuador,Camarena,0.0,Ecuador
9172,Perú,Camarena,0.0,Peru
9159,Bolivia,Camarena,0.0,Bolivia
9160,Chile,Camarena,0.0,Chile
9158,Argentina,Camarena,0.0,Argentina
9171,Paraguay,Camarena,0.0,Paraguay
9175,Uruguay,Camarena,0.0,Uruguay
9163,Cuba,Camarena,0.0,Cuba
9174,República Dominicana,Camarena,0.0,Dominicana
9173,Puerto Rico,Camarena,0.0,Puerto Rico
1720,México,Campos,0.04411764705882353,Mexico
1718,Guatemala,Campos,0.0,Guatemala
1717,El Salvador,Campos,0.13043478260869565,El Salvador
1719,Honduras,Campos,0.0,Honduras
1721,Nicaragua,Campos,0.0,Nicaragua
1714,Costa Rica,Campos,0.19626168224299065,Costa Rica
1722,Panamá,Campos,0.04347826086956522,Panama
1713,Colombia,Campos,0.0,Colombia
1728,Venezuela,Campos,0.04861111111111111,Venezuela
1716,Ecuador,Campos,0.0,Ecuador
1724,Perú,Campos,0.06481481481481481,Peru
1711,Bolivia,Campos,0.0,Bolivia
1712,Chile,Campos,0.07342657342657342,Chile
1710,Argentina,Campos,0.029702970297029705,Argentina
1723,Paraguay,Campos,0.0,Paraguay
1727,Uruguay,Campos,0.0,Uruguay
1715,Cuba,Campos,0.0,Cuba
1726,República Dominicana,Campos,0.0,Dominicana
1725,Puerto Rico,Campos,0.0,Puerto Rico
6375,México,Campoverde,0.0,Mexico
6373,Guatemala,Campoverde,0.0,Guatemala
6372,El Salvador,Campoverde,0.0,El Salvador
6374,Honduras,Campoverde,0.0,Honduras
6376,Nicaragua,Campoverde,0.0,Nicaragua
6369,Costa Rica,Campoverde,0.0,Costa Rica
6377,Panamá,Campoverde,0.0,Panama
6368,Colombia,Campoverde,0.0,Colombia
6383,Venezuela,Campoverde,0.0,Venezuela
6371,Ecuador,Campoverde,0.030837004405286344,Ecuador
6379,Perú,Campoverde,0.0,Peru
6366,Bolivia,Campoverde,0.0,Bolivia
6367,Chile,Campoverde,0.0,Chile
6365,Argentina,Campoverde,0.0,Argentina
6378,Paraguay,Campoverde,0.0,Paraguay
6382,Uruguay,Campoverde,0.0,Uruguay
6370,Cuba,Campoverde,0.0,Cuba
6381,República Dominicana,Campoverde,0.0,Dominicana
6380,Puerto Rico,Campoverde,0.0,Puerto Rico
7876,México,Canales,0.0,Mexico
7874,Guatemala,Canales,0.0,Guatemala
7873,El Salvador,Canales,0.0,El Salvador
7875,Honduras,Canales,0.07,Honduras
7877,Nicaragua,Canales,0.0,Nicaragua
7870,Costa Rica,Canales,0.0,Costa Rica
7878,Panamá,Canales,0.0,Panama
7869,Colombia,Canales,0.0,Colombia
7884,Venezuela,Canales,0.0,Venezuela
7872,Ecuador,Canales,0.0,Ecuador
7880,Perú,Canales,0.0,Peru
7867,Bolivia,Canales,0.0,Bolivia
7868,Chile,Canales,0.0,Chile
7866,Argentina,Canales,0.0,Argentina
7879,Paraguay,Canales,0.0,Paraguay
7883,Uruguay,Canales,0.0,Uruguay
7871,Cuba,Canales,0.0,Cuba
7882,República Dominicana,Canales,0.0,Dominicana
